@relation occupancy_detection_training_dataset

@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy {Y,N}

@data
19.39,25.95,0,468,0.003607,N
19.45,26,0,470.5,0.003627,N
19.39,26,0,471,0.003615,N
19.5,26.15,0,471,0.003661,N
19.45,26.1,0,467,0.003641,N
19.5,26.15,0,468,0.003661,N
19.43,26.03,0,467,0.003628,N
19.5,26.1,0,467,0.003654,N
19.39,26.1,0,466,0.003629,N
19.43,26.13,0,468.33,0.003642,N
19.39,26.1,0,465.5,0.003629,N
19.39,26.1,0,465.5,0.003629,N
19.39,26.1,0,468,0.003629,N
19.5,26.2,0,466,0.003668,N
19.43,26.2,0,471,0.003651,N
19.5,26.2,0,471,0.003668,N
19.39,26.2,0,471,0.003643,N
19.5,26.2,0,473,0.003668,N
19.5,26.25,0,467.5,0.003674,N
19.5,26.29,0,466.67,0.003681,N
19.5,26.29,0,467.5,0.003681,N
19.45,26.29,0,468,0.003668,N
19.46,26.36,0,465.33,0.003682,N
19.5,26.39,0,467,0.003695,N
19.5,26.39,0,467,0.003695,N
19.45,26.34,0,470,0.003675,N
19.45,26.39,0,471.5,0.003682,N
19.5,26.39,0,470.33,0.003695,N
19.45,26.45,0,468.5,0.00369,N
19.39,26.39,0,469,0.003669,N
19.39,26.39,0,470,0.003669,N
19.45,26.45,0,470.5,0.00369,N
19.5,26.5,0,472,0.00371,N
19.45,26.5,0,468.5,0.003697,N
19.45,26.5,0,470.5,0.003697,N
19.5,26.5,0,473,0.00371,N
19.5,26.5,0,467,0.00371,N
19.5,26.5,0,471.33,0.00371,N
19.5,26.5,0,471,0.00371,N
19.5,26.5,0,472.5,0.00371,N
19.5,26.5,0,472,0.00371,N
19.5,26.5,0,470,0.00371,N
19.5,26.5,0,472,0.00371,N
19.5,26.55,0,462.5,0.003717,N
19.5,26.6,0,463,0.003724,N
19.5,26.6,0,469.5,0.003724,N
19.5,26.63,0,470.67,0.003728,N
19.5,26.6,0,471,0.003724,N
19.5,26.6,0,470,0.003724,N
19.5,26.6,0,471.5,0.003724,N
19.5,26.65,0,470.5,0.003731,N
19.5,26.6,0,469,0.003724,N
19.5,26.6,0,472,0.003724,N
19.5,26.7,0,473,0.003738,N
19.5,26.7,0,474,0.003738,N
19.5,26.7,0,473,0.003738,N
19.5,26.7,0,477.5,0.003738,N
19.5,26.7,0,477.5,0.003738,N
19.5,26.7,0,474,0.003738,N
19.5,26.79,0,473.67,0.003751,N
19.5,26.79,0,467.5,0.003751,N
19.5,26.79,0,473,0.003751,N
19.5,26.79,0,480.33,0.003751,N
19.5,26.79,0,474.33,0.003751,N
19.5,26.79,0,469,0.003751,N
19.5,26.79,0,469.5,0.003751,N
19.5,26.79,0,470,0.003751,N
19.5,26.79,0,471.5,0.003751,N
19.5,26.79,0,470,0.003751,N
19.6,26.79,0,476,0.003775,N
19.5,26.79,0,470,0.003751,N
19.6,26.89,0,470,0.003789,N
19.5,26.89,0,471,0.003765,N
19.5,26.89,0,471,0.003765,N
19.53,26.89,0,470.67,0.003773,N
19.5,26.89,0,475.33,0.003765,N
19.5,27,0,471,0.003781,N
19.5,27,0,469,0.003781,N
19.5,27,0,474.5,0.003781,N
19.53,27,0,474,0.003789,N
19.5,27,0,471,0.003781,N
19.53,27.03,289.75,473.75,0.00379,Y
19.5,27.1,440,481.5,0.003795,Y
19.53,27.13,412,479,0.003804,Y
19.53,27.29,397,484.75,0.003828,N
19.53,27.37,392.5,486.75,0.003838,N
19.57,27.57,393.67,492.33,0.003877,N
19.58,27.68,397,496.5,0.003894,Y
19.58,27.6,405,501.5,0.003883,Y
19.63,27.63,405,506.67,0.003902,Y
19.67,27.73,405,510.67,0.003924,Y
19.63,27.73,399.67,512,0.003916,Y
19.63,27.75,393,517,0.003916,Y
19.63,27.79,393.67,515,0.003925,Y
19.7,27.92,389,528.75,0.003959,Y
19.7,27.96,393.67,534.33,0.003966,Y
19.75,28.05,389,541,0.003989,Y
19.77,28.18,392.5,546,0.004013,Y
19.79,28.1,393.67,553,0.004008,Y
19.79,28.27,392.5,559.75,0.004032,Y
19.79,28.32,389,572.33,0.00404,Y
19.84,28.7,389,578.75,0.004106,Y
19.89,28.63,389,595,0.004109,Y
19.89,28.65,389,599,0.004112,Y
19.92,28.82,393,606.5,0.004143,Y
19.96,28.96,399.67,622,0.004176,Y
19.95,29.05,397,636,0.004184,Y
20,29.2,405,655.5,0.00422,Y
20,29.39,405,661.33,0.004248,Y
20,29.45,405,680.8,0.004256,Y
20.05,29.58,405,689.75,0.004288,Y
20.1,29.75,405,695.5,0.004327,Y
20.1,29.79,405,701,0.004333,Y
20.1,29.82,406.75,710.13,0.004338,Y
20.1,29.86,408.5,719.25,0.004343,Y
20.2,29.95,419,736,0.004383,Y
20.13,29.97,419,743.75,0.004367,Y
20.15,30.15,419,759,0.0044,Y
20.18,30.15,419,765.75,0.004407,Y
20.2,30.2,419,769.5,0.00442,Y
20.22,30.23,419,774.92,0.004429,Y
20.23,30.26,419,780.33,0.004438,Y
20.29,30.42,422.5,802.75,0.004478,Y
20.29,30.45,422.5,814.75,0.004482,Y
20.29,30.34,433,816,0.004466,Y
20.29,30.47,433,822.75,0.004486,Y
20.29,30.53,433,843.67,0.004495,Y
20.29,30.5,433,850.5,0.004489,Y
20.39,30.7,433,850,0.004548,Y
20.38,30.71,433,856.7,0.004547,Y
20.37,30.71,433,863.4,0.004545,Y
20.39,30.84,433,886,0.004569,Y
20.39,30.7,433,889,0.004547,Y
20.39,30.8,433,898,0.004562,Y
20.39,30.77,433,902.5,0.004558,Y
20.39,30.89,433,909.25,0.004577,Y
20.45,30.8,433,922,0.004578,Y
20.47,30.92,433,921.5,0.004604,Y
20.5,31.12,433,929.25,0.004643,Y
20.5,31.1,447,953,0.004639,Y
20.5,31.1,437.67,954,0.004639,Y
20.5,30.97,442.5,950.75,0.00462,Y
20.5,31.15,447,959.75,0.004647,Y
20.5,31.25,440,967.75,0.004661,Y
20.5,31.26,442.33,974.33,0.004663,Y
20.5,31.1,447,977,0.004639,Y
20.5,31.16,441,970.33,0.004649,Y
20.5,31.22,442.5,968,0.004658,Y
20.55,31.25,438,975.5,0.004676,Y
20.55,31.25,447,981.5,0.004676,Y
20.6,31.25,438,1007,0.00469,Y
20.6,31.32,447,1013,0.004702,Y
20.6,31.27,438,1016,0.004694,Y
20.63,31.26,447,1018,0.004702,Y
20.6,31.3,438,1019.5,0.004698,Y
20.68,31.47,438,1041.5,0.004747,Y
20.6,31.45,438,1050.5,0.00472,Y
20.7,31.52,438,1056.75,0.004762,Y
20.65,31.52,438,1066.5,0.004747,Y
20.7,31.46,441,1074,0.004753,Y
20.7,31.6,438,1071.75,0.004773,Y
20.7,31.58,442.5,1075.25,0.00477,Y
20.7,31.75,438,1080.75,0.004796,Y
20.7,31.72,438,1102.5,0.004792,Y
20.7,31.79,438,1106.75,0.004802,Y
20.7,31.8,438,1105.5,0.004803,Y
20.72,31.87,438,1111,0.004821,Y
20.7,31.79,441.75,1111,0.004803,Y
20.7,31.84,432.75,1119.25,0.00481,Y
20.7,31.79,429,1127.67,0.004802,Y
20.75,31.9,433.5,1136,0.004832,Y
20.79,31.9,429,1142.5,0.004845,Y
20.79,31.82,438,1143.75,0.004834,Y
20.79,31.89,441,1145.33,0.004845,Y
20.79,31.84,438,1144,0.004837,Y
20.79,31.95,438,1147,0.004853,Y
20.79,31.89,429,1157.5,0.004845,Y
20.79,31.99,435,1150.67,0.00486,Y
20.79,31.99,441,1159.33,0.00486,Y
20.79,31.96,441,1167,0.004856,Y
20.79,32.07,434,1177.67,0.004872,Y
20.79,32,444,1178,0.004861,Y
20.82,31.99,440.25,1175.25,0.004868,Y
20.82,32.06,439,1184.33,0.004881,Y
20.87,32.17,444,1198.25,0.00491,Y
20.84,32.25,432.75,1204,0.004914,Y
20.89,32.2,444,1199,0.004923,Y
20.89,32.26,439,1204.33,0.004932,Y
20.89,32.37,437.25,1224.75,0.004949,Y
20.89,32.17,432.75,1218.75,0.004917,Y
20.89,32.33,439,1212,0.004943,Y
20.89,32.25,444,1222.5,0.00493,Y
20.89,32.29,429,1218.5,0.004936,Y
20.89,32.27,441,1228,0.004934,Y
20.89,32.48,436.5,1237.75,0.004965,Y
20.89,32.47,440.25,1240.75,0.004964,Y
20.95,32.5,444,1253,0.004985,Y
21,32.4,444,1262,0.004987,Y
21,32.4,446.75,1261,0.004987,Y
21,32.43,454,1263.8,0.004991,Y
20.93,32.53,469,1276.67,0.004984,Y
21,32.57,469,1294,0.005013,Y
21,32.52,465.25,1294.5,0.005006,Y
21,32.53,454,1287.67,0.005007,Y
21,32.47,454,1289.25,0.004998,Y
21,32.55,454,1300.75,0.00501,Y
21,32.59,454,1312,0.005017,Y
21,32.56,454,1315,0.005012,Y
21.03,32.7,454,1315,0.005042,Y
21,32.65,454,1323,0.005025,Y
21.07,32.86,454,1325.67,0.00508,Y
21.08,32.87,454,1330,0.005084,Y
21.1,32.85,454,1338,0.005088,Y
21.05,32.78,454,1334,0.005061,Y
21.1,32.97,454,1339.67,0.005107,Y
21.1,33.02,454,1349.25,0.005115,Y
21.1,33.09,454,1354,0.005126,Y
21.1,33.05,454,1361.75,0.005119,Y
21.1,33.07,454,1369.75,0.005122,Y
21.1,32.93,464.5,1370,0.0051,Y
21.13,33.1,458,1371,0.005138,Y
21.1,33.13,458,1379.33,0.005132,Y
21.1,33.07,449.5,1384.5,0.005123,Y
21.1,33.03,464.5,1382,0.005116,Y
21.1,32.77,465.25,1371.2,0.005076,Y
21.13,33.07,471.75,1352,0.00513,Y
21.1,32.98,474.5,1349.75,0.005108,Y
21.13,33.04,474.5,1357,0.005126,Y
21.13,33.12,464,1364.75,0.005138,Y
21.13,33.03,464,1369.67,0.005128,Y
21.17,33,469,1377.33,0.005133,Y
21.15,33.04,479,1384.5,0.005134,Y
21.13,33.09,479,1379.33,0.005137,Y
21.18,33.09,479,1387.25,0.00515,Y
21.2,33.13,480.67,1390.33,0.005164,Y
21.2,33.17,496.5,1390.25,0.005171,Y
21.2,33.15,496.5,1398.25,0.005166,Y
21.2,33.16,504,1402.67,0.005169,Y
21.22,33.15,495.25,1404.75,0.005174,Y
21.25,33.17,489,1408.5,0.005185,Y
21.29,33.2,489,1414,0.005204,Y
21.29,33.2,489,1415,0.005204,Y
21.29,33.2,500.25,1417.25,0.005204,Y
21.29,33.13,492.33,1416,0.005192,Y
21.29,33.17,485.25,1417.75,0.0052,Y
21.29,33.17,481.5,1414.5,0.0052,Y
21.29,33.15,471.5,1419.25,0.005195,Y
21.29,33.16,464,1413.33,0.005198,Y
21.29,33.15,464,1421.75,0.005195,Y
21.29,33.23,464,1427.33,0.005209,Y
21.29,33.15,464,1430.25,0.005195,Y
21.29,33.15,475.25,1433.25,0.005195,Y
21.32,33.16,479,1441,0.005209,Y
21.29,33.2,479,1432.75,0.005203,Y
21.37,33.24,479,1435.5,0.005235,Y
21.32,33.23,479,1437.67,0.005219,Y
21.39,33.3,479,1436,0.005252,Y
21.39,33.35,479,1438.5,0.00526,Y
21.39,33.27,479,1444.75,0.005248,Y
21.39,33.29,474,1453,0.005251,Y
21.39,33.27,475.25,1449.25,0.005247,Y
21.39,33.22,479,1439.25,0.00524,Y
21.39,33.3,469,1441,0.005252,Y
21.39,33.3,471.5,1442.5,0.005252,Y
21.42,33.27,464,1441.75,0.005257,Y
21.39,33.27,464,1449.75,0.005247,Y
21.39,33.36,464,1453.33,0.005262,Y
21.39,33.37,464,1458,0.005264,Y
21.39,33.4,478,1456.67,0.005268,Y
21.39,33.37,474.5,1454,0.005264,Y
21.39,33.47,478,1458,0.005279,Y
21.42,33.54,469.25,1465.5,0.0053,Y
21.39,33.5,464,1462.75,0.005284,Y
21.42,33.57,464,1470.5,0.005304,Y
21.43,33.5,464,1476,0.005296,Y
21.45,33.37,464,1460.25,0.005282,Y
21.39,33.47,464,1455,0.005279,Y
21.47,33.57,464,1458.75,0.005322,Y
21.5,33.59,464,1462,0.005334,Y
21.5,33.6,464,1464.25,0.005335,Y
21.5,33.57,467.75,1472.5,0.005331,Y
21.5,33.84,456.5,1455.5,0.005374,Y
21.5,33.79,464,1460.33,0.005367,Y
21.5,33.45,464,1445.75,0.005312,Y
21.53,33.52,464,1445,0.005331,Y
21.5,33.63,464,1431.67,0.005341,Y
21.5,33.8,475.25,1435.25,0.005368,Y
21.5,33.69,479,1429,0.005351,Y
21.53,34.1,479,1430,0.005427,Y
21.55,33.9,479,1399,0.0054,Y
21.57,33.79,474,1399,0.005389,Y
21.58,33.6,479,1375.5,0.00536,Y
21.58,33.79,479,1385.25,0.005391,Y
21.6,33.8,471.5,1378.5,0.005401,Y
21.57,34.43,464,1366.5,0.005492,Y
21.53,34.45,474.5,1396.75,0.005481,Y
21.6,34.48,462.75,1419.75,0.00551,Y
21.57,34.5,469,1422.67,0.005503,Y
21.58,34.5,461.5,1428,0.005506,Y
21.5,34.5,454,1430,0.00548,Y
21.53,34.48,454,1424.75,0.005485,Y
21.5,34.45,460.75,1423,0.005472,Y
21.5,34.45,464.5,1401,0.005472,Y
21.5,34.4,463,1407,0.005464,Y
21.5,34.4,460.75,1401.25,0.005464,Y
21.5,34.4,468,1395,0.005464,Y
21.5,34.42,464.5,1396.5,0.005468,Y
21.5,34.42,464.5,1391.5,0.005468,Y
21.5,34.35,454,1399,0.005455,Y
21.5,34.29,454,1402.25,0.005447,Y
21.5,34.29,454,1401,0.005447,Y
21.5,34.25,454,1390.75,0.005439,Y
21.45,34.2,454,1386.5,0.005413,Y
21.5,34.2,454,1380,0.005432,Y
21.5,34.2,454,1370,0.005432,Y
21.43,34.06,469,1367.67,0.005385,Y
21.39,34.07,471.75,1362,0.005374,Y
21.42,34.02,467.75,1365.25,0.005376,Y
21.45,34.05,481.5,1361.5,0.005389,Y
21.39,33.95,482.75,1355.5,0.005356,Y
21.39,33.9,489,1340,0.005348,Y
21.47,33.93,496.5,1347,0.005379,Y
21.47,33.9,499,1337.25,0.005375,Y
21.5,33.9,499,1339.33,0.005384,Y
21.5,33.85,514,1330.5,0.005375,Y
21.39,33.7,514,1326.5,0.005316,Y
21.43,33.69,510.67,1324.33,0.005327,Y
21.5,33.7,514,1315.67,0.005352,Y
21.5,33.7,510.25,1314,0.005352,Y
21.5,33.63,499,1312.67,0.00534,Y
21.5,33.59,496.5,1316.25,0.005334,Y
21.5,33.59,504,1312,0.005334,Y
21.5,33.59,489,1307,0.005334,Y
21.5,33.56,480.67,1312.33,0.00533,Y
21.5,33.5,486.5,1305.75,0.00532,Y
21.5,33.5,479,1290.75,0.00532,Y
21.5,33.5,475.25,1281.5,0.00532,Y
21.5,33.47,464,1283.33,0.005315,Y
21.5,33.43,464,1279.25,0.005308,Y
21.5,33.4,464,1274.33,0.005304,Y
21.5,33.37,469.25,1267.5,0.0053,Y
21.5,33.32,474.5,1257,0.005291,Y
21.5,33.32,474.5,1254.75,0.005291,Y
21.5,33.29,471,1255.33,0.005286,Y
21.5,33.29,466.75,1262.5,0.005286,Y
21.5,33.29,469,1262,0.005286,Y
21.5,33.25,469,1254,0.005279,Y
21.5,33.22,31,1246,0.005276,Y
21.5,33.16,31,1243.33,0.005266,N
21.5,33.23,31,1236.67,0.005277,N
21.5,33.27,26.5,1229.25,0.005283,N
21.42,33.09,13,1229.75,0.005228,N
21.39,33.09,13,1222,0.005219,N
21.39,33.09,13,1213.75,0.005219,N
21.39,33.09,13,1209.33,0.005219,N
21.39,33.07,26.5,1201.25,0.005215,N
21.37,33.09,26.5,1197.5,0.005211,N
21.29,33.06,22,1197.67,0.005182,N
21.32,33.05,13,1196.25,0.005187,N
21.29,33.03,13,1189.67,0.005177,N
21.29,33,13,1175.75,0.005172,N
21.29,33,13,1169,0.005172,N
21.29,33,13,1161.33,0.005172,N
21.29,33,13,1159,0.005172,N
21.27,32.95,13,1159.75,0.005157,N
21.2,32.9,13,1151.67,0.005128,N
21.2,32.9,13,1138.4,0.005128,N
21.2,32.9,13,1128.25,0.005128,N
21.2,32.87,13,1132.25,0.005124,N
21.2,32.79,13,1115.5,0.005111,N
21.17,32.79,167,1117.33,0.0051,N
21.15,32.85,365.75,1121,0.005103,Y
21.2,32.75,454,1108,0.005104,Y
21.13,32.79,454,1094,0.00509,Y
21.15,32.9,454,1106,0.005112,Y
21.2,32.85,454,1104.25,0.005119,Y
21.2,32.85,454,1102,0.005119,Y
21.2,32.9,454,1113.75,0.005128,Y
21.2,32.9,454,1113,0.005128,Y
21.2,32.9,454,1117.33,0.005128,Y
21.2,32.9,454,1110.75,0.005128,Y
21.2,32.9,461.5,1113.25,0.005128,Y
21.2,32.9,469,1116,0.005128,Y
21.25,32.93,469,1123.25,0.005146,Y
21.27,32.97,469,1122.67,0.005161,Y
21.25,32.95,469,1122.2,0.00515,Y
21.29,32.97,467.33,1123.33,0.005167,Y
21.25,32.93,474.5,1126.5,0.005146,Y
21.26,32.97,478,1125.33,0.005158,Y
21.29,33,474.5,1119.5,0.005172,Y
21.29,33,478,1125,0.005172,Y
21.29,32.98,464,1124.75,0.005168,Y
21.29,32.98,469.25,1130.5,0.005168,Y
21.29,32.95,474.5,1131.5,0.005164,Y
21.29,32.95,474.5,1129.5,0.005164,Y
21.29,32.93,472.67,1127.67,0.005162,Y
21.34,32.98,474.5,1131,0.005184,Y
21.29,33.05,451.5,1129,0.00518,Y
21.29,33.22,459,1147.25,0.005208,Y
21.29,33.05,459,1143.5,0.005179,Y
21.37,33.17,466.5,1149.5,0.005224,Y
21.39,33.37,469.25,1164,0.005264,Y
21.39,33.5,464,1171.67,0.005284,Y
21.39,33.55,475.25,1176.5,0.005291,Y
21.39,33.66,484,1184.67,0.00531,Y
21.39,33.7,482.75,1187.75,0.005316,Y
21.39,33.72,484,1198.25,0.005319,Y
21.42,33.87,484,1202.75,0.005352,Y
21.47,33.95,474,1218,0.005383,Y
21.46,33.97,479,1221.33,0.005383,Y
21.5,34.05,489,1226,0.005407,Y
21.5,34.05,489,1230.25,0.005407,Y
21.5,34.07,489,1235.5,0.005411,Y
21.5,34.05,489,1240,0.005407,Y
21.5,34.09,489,1242,0.005414,Y
21.5,34.2,479,1242,0.005432,Y
21.53,34.2,477.75,1249,0.005441,Y
21.5,34.26,487.33,1260.33,0.005442,Y
21.5,34.25,484,1259.25,0.005439,Y
21.53,34.3,479,1261,0.005456,Y
21.6,34.29,489,1272.5,0.00548,Y
21.57,34.29,484,1271,0.005469,Y
21.6,34.35,474,1276.25,0.005489,Y
21.63,35.26,465.67,1457.67,0.005648,Y
21.63,34.77,476.5,1423.75,0.005566,Y
21.67,34.66,479,1342.67,0.005562,Y
21.65,34.77,474,1341.75,0.005574,Y
21.63,34.69,480.67,1345,0.005557,Y
21.7,34.82,477.75,1353.75,0.0056,Y
21.67,34.83,489,1355.33,0.00559,Y
21.7,35.02,474,1369.5,0.005633,Y
21.7,35.02,489,1383.25,0.005633,Y
21.7,35,472.75,1399.75,0.005629,Y
21.7,35.09,472.33,1398.33,0.005644,Y
21.75,35.24,479,1418.5,0.005684,Y
21.7,35.26,474,1428.67,0.005672,Y
21.7,35.35,464,1441,0.005685,Y
21.73,35.4,464,1440,0.005705,Y
21.75,35.48,474.5,1453,0.005722,Y
21.77,35.57,464,1464.25,0.005745,Y
21.76,35.59,464,1469,0.005746,Y
21.79,35.65,464,1471,0.005766,Y
21.79,35.67,464,1477,0.005771,Y
21.79,35.67,464,1483.5,0.005771,Y
21.79,35.85,474.5,1496.5,0.005799,Y
21.82,35.85,470.75,1498,0.005808,Y
21.79,35.86,467.33,1503.67,0.005802,Y
21.84,35.95,466.75,1513,0.005834,Y
21.84,35.9,466.5,1520.5,0.005826,Y
21.84,36.02,469,1540,0.005846,Y
21.84,36.15,465.25,1541,0.005866,Y
21.87,36.24,454,1565,0.00589,Y
21.89,36.29,457,1579.2,0.005908,Y
21.89,36.33,464,1580,0.005914,Y
21.89,36.43,457.75,1581,0.00593,Y
21.89,36.53,454,1592.67,0.005947,Y
21.89,36.53,454,1600.67,0.005947,Y
21.89,36.57,455.5,1605.25,0.005954,Y
21.89,36.6,453.25,1616.5,0.005958,Y
21.89,36.59,449.5,1625,0.005957,Y
21.89,36.66,453,1630,0.005969,Y
21.89,36.65,449.5,1636.5,0.005966,Y
21.89,36.7,449.5,1649.25,0.005975,Y
21.89,36.76,453,1661.67,0.005985,Y
21.89,36.83,460,1665,0.005997,Y
21.89,36.87,456,1662.25,0.006003,Y
21.89,36.85,456,1667.5,0.005999,Y
21.92,36.85,444,1682.75,0.006009,Y
21.89,36.95,444,1684,0.006016,Y
21.92,37.09,444,1689.5,0.006049,Y
21.95,37.05,444,1695,0.006052,Y
21.89,37.07,444,1707.5,0.006035,Y
21.89,37,444,1714.33,0.006024,Y
21.95,36.95,444,1715.2,0.006037,Y
21.89,37.16,444,1718.33,0.006051,Y
21.92,37.15,440.25,1727.5,0.006059,Y
21.89,37.06,444,1722.67,0.006034,Y
21.92,37.15,444,1716.25,0.006058,Y
21.95,37.2,444,1723.5,0.006078,Y
21.92,37.24,444,1735,0.006074,Y
21.89,37.4,444,1744.75,0.00609,Y
21.95,37.43,444,1748,0.006115,Y
21.93,37.4,439,1752.33,0.006104,Y
21.95,37.45,444,1757.75,0.006119,Y
21.92,37.27,444,1762,0.006079,Y
21.95,37.4,444,1762.5,0.006111,Y
21.95,37.48,444,1763.25,0.006123,Y
21.93,37.46,444,1767,0.006114,Y
21.89,37.47,444,1774.5,0.006102,Y
21.95,37.43,444,1780,0.006115,Y
21.89,37.5,444,1785,0.006106,Y
22,37.55,432.75,1792,0.006156,Y
21.96,37.56,434,1798.33,0.006144,Y
22,37.67,440.25,1802,0.006177,Y
22,37.59,444,1813.25,0.006163,Y
22,37.66,439,1815.5,0.006175,Y
22,37.67,440.25,1814.75,0.006177,Y
21.97,37.67,440.25,1828,0.006166,Y
21.97,37.75,444,1837.5,0.006178,Y
21.96,37.56,439,1828.33,0.006144,Y
22,37.63,439,1817,0.006169,Y
21.97,37.9,444,1819,0.006204,Y
21.97,37.8,444,1826.5,0.006186,Y
21.89,37.7,444,1823.5,0.006139,Y
22,37.95,444,1832.75,0.006223,Y
22,37.79,444,1847,0.006196,Y
21.97,37.95,444,1845.5,0.006212,Y
21.96,37.9,444,1846.67,0.0062,Y
22,37.95,444,1848.25,0.006222,Y
22,38.03,444,1850,0.006236,Y
22,38.09,444,1860.5,0.006246,Y
21.96,38.09,444,1866.67,0.006232,Y
22,38.16,444,1868.33,0.006258,Y
22,38.12,444,1875.5,0.00625,Y
22,38.15,444,1879.25,0.006255,Y
22,38.23,439,1888.67,0.006269,Y
22,38.4,444,1896.33,0.006297,Y
22,38.27,432.75,1895,0.006276,Y
22,38.3,429,1895.67,0.00628,Y
22,38.37,441,1904,0.006292,Y
22,38.4,438,1909.75,0.006297,Y
22,38.35,438,1911,0.006288,Y
22,38.47,441,1915.67,0.006308,Y
22,38.47,438,1932.25,0.006309,Y
22,38.57,438,1933.75,0.006325,Y
22,38.59,438,1940,0.006329,Y
22,38.57,438,1938.25,0.006325,Y
22,38.56,441,1935.33,0.006324,Y
22.03,38.7,438,1943.5,0.006357,Y
22,38.65,438,1940,0.006338,Y
22,38.62,438,1949.25,0.006333,Y
22.05,38.77,438,1950.75,0.006378,Y
22.07,38.79,441,1955.33,0.006388,Y
22.05,38.69,438,1962.75,0.006365,Y
22.03,38.8,438,1959.25,0.006373,Y
22.03,38.66,441,1968.33,0.006353,Y
22.08,38.75,438,1974.5,0.006384,Y
22.08,38.9,438,1981.25,0.006409,Y
22.1,38.85,438,1972.5,0.00641,Y
22.1,39,438,1984.5,0.006436,Y
22.08,38.9,438,1991.75,0.006409,Y
22.05,39,438,1994.25,0.006416,Y
22.1,39.05,438,2008.25,0.006444,Y
22.07,39.03,441,2014.33,0.006427,Y
22.1,39.04,442.5,2014,0.006443,Y
22.1,39,447,2016.33,0.006436,Y
22.1,38.97,443.5,2011.25,0.006431,Y
22.1,38.76,447,2003.33,0.006396,Y
22.1,38.69,447,1995,0.006384,Y
22.1,38.85,447,2005,0.00641,Y
22.1,38.8,447,2012.75,0.006403,Y
22.1,38.79,447,2011.5,0.006401,Y
22.1,38.75,447,1993.75,0.006394,Y
22.1,38.79,447,1989,0.006401,Y
22.1,38.82,447,1993.5,0.006406,Y
22.1,38.85,447,1995.5,0.00641,Y
22.1,38.73,447,1981.67,0.006391,Y
22.1,38.83,447,1982,0.006408,Y
22.1,38.79,447,1990.8,0.006401,Y
22.1,38.86,442.33,1995.33,0.006413,Y
22.1,38.62,436.5,1989.25,0.006373,Y
22.1,38.62,436.5,1950.75,0.006372,Y
22.1,38.77,436.5,1962.25,0.006397,Y
22.1,38.7,433,1974.5,0.006386,Y
22.1,38.75,433,1988,0.006394,Y
22.1,38.85,433,1987,0.00641,Y
22.1,38.85,433,2000.25,0.00641,Y
22.1,38.79,433,2000,0.006401,Y
22.1,38.83,433,2001,0.006407,Y
22.1,38.79,433,1997.5,0.006401,Y
22.1,38.85,433,1997.5,0.00641,Y
22.1,38.85,433,2007.5,0.00641,Y
22.1,38.79,433,2007,0.006401,Y
22.1,38.87,433,1997.5,0.006415,Y
22.1,38.95,433,2001,0.006428,Y
22.1,38.95,433,2010.5,0.006427,Y
22.1,39,433,2005,0.006436,Y
22.1,39,433,2007.67,0.006436,Y
22.1,38.97,433,2008.25,0.006431,Y
22.1,39.02,433,2012.25,0.00644,Y
22.1,39,433,2027.5,0.006436,Y
22.1,39,433,2028.5,0.006436,Y
22.1,38.98,433,2021.75,0.006432,Y
22.1,39,433,2012.5,0.006436,Y
22.1,38.98,433,2007,0.006432,Y
22.1,39.02,433,2008.25,0.00644,Y
22.1,39.05,433,2019.25,0.006444,Y
22.1,39.03,433,2028,0.006441,Y
22.1,39.07,433,2015.5,0.006447,Y
22.1,39,433,2010.33,0.006436,Y
22.1,39.02,433,2019,0.00644,Y
22.1,39.07,433,2022.5,0.006447,Y
22.1,39.03,433,2016,0.006441,Y
22.1,39.09,433,2013,0.006451,Y
22.1,39.09,433,2017.25,0.006451,Y
22.1,39.12,433,2012.5,0.006456,Y
22.1,39.09,433,2026,0.006451,Y
22.13,39.09,433,2023,0.006464,Y
22.1,39.09,433,2027.5,0.006451,Y
22.1,39.07,433,2025.25,0.006447,Y
22.1,39.07,433,2028.25,0.006447,Y
22.1,38.8,433,2012.33,0.006402,Y
22.1,38.86,433,1998.33,0.006413,Y
22.1,38.72,426,1984.25,0.00639,Y
22.1,38.9,413.67,1973.33,0.006419,Y
22.18,38.97,328,1986.5,0.006461,Y
22.18,38.9,397,1984.75,0.006448,Y
22.23,38.93,403.67,1995,0.006476,Y
22.25,38.87,419,1995.75,0.006472,Y
22.25,38.7,419,1994.5,0.006442,Y
22.29,38.59,419,1992.5,0.006443,Y
22.27,38.62,433,1978.75,0.006439,Y
22.2,38.4,433,1959,0.006375,Y
22.2,38.45,433,1954,0.006384,Y
22.2,38.43,429.5,1943.5,0.006381,Y
22.2,38.4,433,1923.75,0.006375,Y
22.15,38.43,433,1917.5,0.00636,Y
22.13,38.45,433,1926,0.006354,Y
22.1,38.4,433,1927.5,0.006336,Y
22.13,38.32,433,1921.75,0.006332,Y
22.1,38.29,433,1917.5,0.006318,Y
22.1,38.29,433,1901.75,0.006318,Y
22.1,38.29,433,1893.33,0.006318,Y
22.1,38.28,430.67,1893.83,0.006316,Y
22.1,38.27,428.33,1894.33,0.006314,Y
22.1,38.2,433,1880,0.006303,Y
22.1,38.12,429.5,1871.25,0.006289,Y
22.1,38.15,433,1863.75,0.006294,Y
22.1,38.09,433,1859.33,0.006284,Y
